,sentence,labels
1623,"Computer science is considered by some to have a much closer relationship with mathematics than many scientific disciplines, with some observers saying that computing is a mathematical science.",0
1624,"Early computer science was strongly influenced by the work of mathematicians such as Kurt Gödel, Alan Turing, John von Neumann, Rózsa Péter and Alonzo Church and there continues to be a useful interchange of ideas between the two fields in areas such as mathematical logic, category theory, domain theory, and algebra.The relationship between Computer Science and Software Engineering is a contentious issue, which is further muddied by disputes over what the term ""Software Engineering"" means, and how computer science is defined.",0
1625,"David Parnas, taking a cue from the relationship between other engineering and science disciplines, has claimed that the principal focus of computer science is studying the properties of computation in general, while the principal focus of software engineering is the design of specific computations to achieve practical goals, making the two separate but complementary disciplines.The academic, political, and funding aspects of computer science tend to depend on whether a department formed with a mathematical emphasis or with an engineering emphasis.",0
1626,Computer science departments with a mathematics emphasis and with a numerical orientation consider alignment with computational science.,0
1627,Both types of departments tend to make efforts to bridge the field educationally if not across all research.,0
1628,A number of computer scientists have argued for the distinction of three separate paradigms in computer science.,0
1629,"Peter Wegner argued that those paradigms are science, technology, and mathematics.",0
1630,"Peter Denning's working group argued that they are theory, abstraction (modeling), and design.",0
1631,"Amnon H. Eden described them as the ""rationalist paradigm"" (which treats computer science as a branch of mathematics, which is prevalent in theoretical computer science, and mainly employs deductive reasoning), the ""technocratic paradigm"" (which might be found in engineering approaches, most prominently in software engineering), and the ""scientific paradigm"" (which approaches computer-related artifacts from the empirical perspective of natural sciences, identifiable in some branches of artificial intelligence).",0
1632,"Computer science focuses on methods involved in design, specification, programming, verification, implementation and testing of human-made computing systems.",0
1633,Computer science is no more about computers than astronomy is about telescopes.,0
1634,"As a discipline, computer science spans a range of topics from theoretical studies of algorithms and the limits of computation to the practical issues of implementing computing systems in hardware and software.CSAB, formerly called Computing Sciences Accreditation Board—which is made up of representatives of the Association for Computing Machinery (ACM), and the IEEE Computer Society (IEEE CS)—identifies four areas that it considers crucial to the discipline of computer science: theory of computation, algorithms and data structures, programming methodology and languages, and computer elements and architecture.",0
1635,"In addition to these four areas, CSAB also identifies fields such as software engineering, artificial intelligence, computer networking and communication, database systems, parallel computation, distributed computation, human–computer interaction, computer graphics, operating systems, and numerical and symbolic computation as being important areas of computer science.",0
1636,"Theoretical Computer Science is mathematical and abstract in spirit, but it derives its motivation from the practical and everyday computation.",0
1637,"Its aim is to understand the nature of computation and, as a consequence of this understanding, provide more efficient methodologies.",0
1638,Theory of computation is focused on answering fundamental questions about what can be computed and what amount of resources are required to perform those computations.,0
1639,"In an effort to answer the first question, computability theory examines which computational problems are solvable on various theoretical models of computation.",0
1640,"The second question is addressed by computational complexity theory, which studies the time and space costs associated with different approaches to solving a multitude of computational problems.",0
1641,"problem, one of the Millennium Prize Problems, is an open problem in the theory of computation.",0
1642,"Information theory, closely related to probability and statistics, is related to the quantification of information.",0
1643,This was developed by Claude Shannon to find fundamental limits on signal processing operations such as compressing data and on reliably storing and communicating data.,0
1644,Coding theory is the study of the properties of codes (systems for converting information from one form to another) and their fitness for a specific application.,0
1645,"Codes are used for data compression, cryptography, error detection and correction, and more recently also for network coding.",0
1646,Codes are studied for the purpose of designing efficient and reliable data transmission methods.,0
1647,Data structures and algorithms are the studies of commonly used computational methods and their computational efficiency.,0
1648,"Programming language theory is a branch of computer science that deals with the design, implementation, analysis, characterization, and classification of programming languages and their individual features.",0
